transcription,medical_specialty,access_level,source,doc_type
"Weekly Menu for Hospital Cafeteria - Week of March 12th to March 18th

Monday, March 12th:

* Breakfast: Scrambled eggs with whole wheat toast and fresh fruit
* Lunch: Grilled chicken breast with roasted vegetables and quinoa
* Dinner: Baked salmon with sweet potato and green beans

Tuesday, March 13th:

* Breakfast: Yogurt parfait with granola and banana
* Lunch: Turkey and avocado wrap with carrot sticks and hummus
* Dinner: Vegetarian lentil soup with whole grain bread and a side salad

Wednesday, March 14th:

* Breakfast: Overnight oats with nuts and seeds
* Lunch: Grilled chicken Caesar salad
* Dinner: Beef and broccoli stir-fry with brown rice

Thursday, March 15th:

* Breakfast: Smoothies (choice of fruit and yogurt)
* Lunch: Chicken quesadilla with mixed greens and salsa
* Dinner: Roasted chicken breast with roasted carrots and parsnips

Friday, March 16th:

* Breakfast: Pancakes with fresh berries and whipped cream
* Lunch: Grilled panini with tomato soup
* Dinner: Slow cooker chili with crusty bread

Saturday and Sunday:

* Brunch will be served on both days from 11am to 2pm. Menu items will include omelets, waffles, and fresh fruit.

All menu items are prepared in accordance with hospital nutrition standards and are available for purchase in the cafeteria during operating hours.",Public Administrative,PUBLIC,generated,hospital cafeteria weekly menu
"Weekly Menu for Hospital Cafeteria - Week of March 12th to March 18th

Monday, March 12th:

* Breakfast: Scrambled eggs with whole wheat toast and fresh fruit
* Lunch: Grilled chicken breast sandwich on whole grain bread with carrot sticks and hummus
* Snack: Yogurt parfait with granola and mixed berries
* Dinner: Spaghetti with meat sauce, garlic bread, and a side salad

Tuesday, March 13th:

* Breakfast: Oatmeal with banana and honey
* Lunch: Turkey and avocado wrap with mixed greens and whole grain tortilla
* Snack: Fresh fruit cup with cheese sticks
* Dinner: Baked salmon with roasted vegetables and quinoa

Wednesday, March 14th (Staff Meal Day):

* Breakfast: Pancakes with fresh berries and maple syrup
* Lunch: Grilled chicken Caesar salad wrap
* Snack: Chips and salsa
* Dinner: Beef and vegetable stir-fry with brown rice

Thursday, March 15th:

* Breakfast: Smoothie bowl with Greek yogurt, banana, and spinach
* Lunch: Chicken quesadilla with mixed greens and whole grain tortilla
* Snack: Apple slices with almond butter
* Dinner: Grilled turkey burger on a whole grain bun with sweet potato fries

Friday, March 16th:

* Breakfast: Whole grain waffles with fresh fruit and whipped cream
* Lunch: Chicken and vegetable soup with crusty bread
* Snack: Carrot sticks with ranch dip
* Dinner: Grilled chicken breast with roasted potatoes and green beans

Saturday, March 17th (Weekend Meal Day):

* Breakfast: French toast with maple syrup and fresh berries
* Lunch: Grilled chicken wrap with mixed greens and whole grain tortilla
* Snack: Yogurt parfait with granola and mixed berries
* Dinner: Baked chicken breast with roasted vegetables and quinoa

Sunday, March 18th (Sunday Funday Meal Day):

* Breakfast: Pancakes with fresh fruit and whipped cream
* Lunch: Turkey and cheese sandwich on whole grain bread with carrot sticks and hummus
* Snack: Chips and salsa
* Dinner: Beef and vegetable stir-fry with brown rice",Public Administrative,PUBLIC,generated,hospital cafeteria weekly menu
"Weekly Menu for Hospital Cafeteria (March 12 - March 18)

Monday, March 12:

* Breakfast: Scrambled eggs, turkey sausage, whole-grain toast, fresh fruit
* Lunch: Grilled chicken breast, roasted vegetables, quinoa, mixed greens salad
* Dinner: Baked cod, sweet potato, steamed broccoli, Caesar salad

Tuesday, March 13:

* Breakfast: Yogurt parfait with granola and berries, whole-grain waffles
* Lunch: Turkey and avocado wrap, carrot sticks, hummus
* Dinner: Beef stir-fry with brown rice, mixed vegetables, fortune cookies

Wednesday, March 14:

* Breakfast: Overnight oats with banana and almond milk, whole-grain English muffin
* Lunch: Grilled chicken Caesar salad, whole-grain crackers
* Dinner: Slow-cooked chili, crusty bread, mixed greens salad

Thursday, March 15:

* Breakfast: Smoothie bar (frozen yogurt, fruit, granola) with fresh fruit skewers
* Lunch: Grilled panini, tomato soup, mixed greens salad
* Dinner: Baked chicken breast, roasted asparagus, quinoa, lemon vinaigrette

Friday, March 16:

* Breakfast: Breakfast burrito with scrambled eggs, sausage, and cheese, whole-grain tortilla
* Lunch: Turkey and cheese sandwich, carrot sticks, hummus
* Dinner: Grilled salmon, roasted bell peppers, brown rice, mixed greens salad

Saturday and Sunday will feature our usual weekend menu options, including breakfast favorites like pancakes and omelets, as well as lunch staples like burgers and sandwiches.

Please note that menu items are subject to change based on seasonal availability and staff preferences.",Public Administrative,PUBLIC,generated,hospital cafeteria weekly menu
"Weekly Menu for Hospital Cafeteria (March 6 - March 12)

Monday:
- Breakfast: Scrambled eggs with whole wheat toast and fresh fruit, Yogurt Parfait Bar
- Lunch: Grilled chicken breast sandwiches on whole grain bread with carrot sticks and hummus, Mixed Greens Salad with assorted toppings
- Dinner: Spaghetti Bolognese with garlic bread and a side salad

Tuesday:
- Breakfast: Overnight oats with banana and almond milk, Fresh fruit cups
- Lunch: Turkey and cheese wraps with mixed greens and balsamic vinaigrette, Soup of the Day (Vegetable Broth)
- Dinner: Grilled salmon with roasted vegetables and quinoa

Wednesday:
- Breakfast: Whole grain waffles with fresh berries and whipped cream, Yogurt smoothies
- Lunch: Chicken Caesar salad wraps, Fresh fruit cups
- Dinner: Beef and vegetable stir-fry with brown rice

Thursday:
- Breakfast: Avocado toast on whole grain bread with scrambled eggs, Mixed Berry Smoothie Bar
- Lunch: Grilled chicken breast with mixed greens and a balsamic vinaigrette, Side salad
- Dinner: Pizza Night - Choose from three toppings (Pepperoni, Mushrooms, Bell Peppers)

Friday:
- Breakfast: Whole grain cereal with milk and banana slices, Yogurt Parfait Bar
- Lunch: Turkey and cheese sandwiches on whole grain bread with carrot sticks and hummus, Mixed Greens Salad with assorted toppings
- Dinner: Grilled chicken breast with roasted sweet potatoes and green beans

Saturday and Sunday:
- Breakfast: Breakfast burritos with scrambled eggs, sausage, and cheese, Fresh fruit cups
- Lunch and Dinner: Soup and sandwich combo - Choose from two soups (Chicken Noodle or Vegetable Broth) paired with a sandwich of your choice.",Public Administrative,PUBLIC,generated,hospital cafeteria weekly menu
"Weekly Menu for Hospital Cafeteria (March 5 - March 11)

Monday, March 5:

* Breakfast: Scrambled eggs, whole wheat toast, fresh fruit salad ($3.50)
* Lunch: Grilled chicken breast sandwich, mixed greens salad, balsamic vinaigrette dressing ($8.25)
* Dinner: Baked salmon, roasted vegetables, quinoa ($9.50)

Tuesday, March 6:

* Breakfast: Yogurt parfait with granola and banana ($2.75)
* Lunch: Turkey and avocado wrap, carrot sticks with hummus ($7.90)
* Dinner: Beef stir-fry with brown rice, mixed vegetables ($10.25)

Wednesday, March 7:

* Breakfast: Whole grain waffles with fresh berries and whipped cream ($3.25)
* Lunch: Grilled panini sandwich, cherry tomatoes, and a side salad ($8.50)
* Dinner: Chicken fajitas with sautéed onions and bell peppers, warm flour tortillas ($9.75)

Thursday, March 8:

* Breakfast: Overnight oats with nuts and seeds ($2.95)
* Lunch: Grilled chicken Caesar wrap, croutons, and parmesan cheese ($8.25)
* Dinner: Slow-cooked lentil soup with whole grain bread ($8.50)

Friday, March 9:

* Breakfast: Avocado toast on whole grain bread with scrambled eggs ($3.75)
* Lunch: Turkey and cheese sandwich, mixed greens salad, balsamic vinaigrette dressing ($8.00)
* Dinner: Grilled shrimp skewers with roasted vegetables and quinoa ($10.50)

Saturday and Sunday:

* Breakfast: Breakfast burrito with scrambled eggs, sausage, and shredded cheese ($3.25)
* Lunch: Chicken quesadilla, mixed greens salad, sour cream and salsa ($7.90)
* Dinner: Baked chicken breast with roasted sweet potatoes and steamed broccoli ($9.00)",Public Administrative,PUBLIC,generated,hospital cafeteria weekly menu
"Weekly Menu for Hospital Cafeteria - Week of March 13th to March 19th

Monday, March 13th:

* Breakfast: Scrambled eggs with turkey sausage, whole wheat toast, and fresh fruit
* Lunch: Grilled chicken breast sandwich on a baguette with carrot sticks and hummus
* Dinner: Spaghetti with meat sauce, garlic bread, and a side salad

Tuesday, March 14th:

* Breakfast: Yogurt parfait with granola and banana slices
* Lunch: Turkey and cheese wrap with mixed greens and cherry tomatoes
* Dinner: Grilled salmon with roasted vegetables and quinoa

Wednesday, March 15th:

* Breakfast: Overnight oats with almond milk and sliced almonds
* Lunch: Chicken Caesar salad with croutons and parmesan cheese
* Dinner: Beef and vegetable stir-fry with brown rice

Thursday, March 16th:

* Breakfast: Avocado toast on whole wheat bread with scrambled eggs
* Lunch: Grilled chicken breast sandwich on a baguette with mixed greens and balsamic vinaigrette
* Dinner: Lentil soup with crusty bread and a side salad

Friday, March 17th:

* Breakfast: Smoothie bowl with banana, spinach, and almond milk topped with granola
* Lunch: Turkey meatball sub on a hoagie roll with marinara sauce
* Dinner: Grilled chicken breast with roasted sweet potatoes and green beans

Saturday and Sunday:

* Breakfast: Breakfast burrito with scrambled eggs, sausage, and shredded cheese
* Lunch: Chicken quesadilla with mixed greens and salsa
* Dinner: Grilled steak with roasted asparagus and quinoa

Note: Menu items are subject to change based on availability of ingredients.",Public Administrative,PUBLIC,generated,hospital cafeteria weekly menu
"Weekly Menu - Cafeteria Services

The hospital cafeteria will operate on a weekly menu plan, providing a variety of healthy and nutritious options for our staff and visitors. The following menu is scheduled for the week of [insert dates] and will be available from 7:00 am to 3:00 pm daily.

Monday:
- Breakfast: Whole grain waffles with fresh berries and yogurt
- Lunch: Grilled chicken sandwiches, carrot sticks, and hummus
- Snack: Fresh fruit salad

Tuesday:
- Breakfast: Scrambled eggs with whole grain toast and hash browns
- Lunch: Vegetarian quinoa bowls with roasted vegetables
- Snack: Assorted granola bars

Wednesday:
- Breakfast: Overnight oats with banana and nuts
- Lunch: Grilled paninis, mixed greens salad, and balsamic vinaigrette dressing
- Snack: Cheese and crackers

Thursday:
- Breakfast: Yogurt parfait with granola and fresh berries
- Lunch: Grilled chicken Caesar wraps
- Snack: Apple slices with peanut butter

Friday:
- Breakfast: Avocado toast on whole grain bread
- Lunch: Turkey and cheese wraps, carrot sticks, and hummus
- Snack: Fresh fruit smoothies

Saturday and Sunday:
- Breakfast: Breakfast burritos with scrambled eggs and sausage
- Lunch: Grilled chicken salads with mixed greens and balsamic vinaigrette dressing
- Snack: Assorted pastries and coffee

Beverages will be available throughout the day, including coffee, tea, juice, and water. The cafeteria will also offer a salad bar with fresh produce and toppings.

Please note that menu items are subject to change based on availability of ingredients.",Public Administrative,PUBLIC,generated,hospital cafeteria weekly menu
"Weekly Menu for Hospital Cafeteria - Week of March 12th to March 18th

Monday, March 13th:

* Breakfast: Overnight oats with fresh berries and granola ($3.50)
* Lunch: Grilled chicken breast sandwiches on whole wheat bread with carrot sticks and hummus ($7.95)
* Dinner: Baked salmon with roasted vegetables and quinoa ($10.50)

Tuesday, March 14th:

* Breakfast: Yogurt parfait with granola and banana slices ($4.25)
* Lunch: Turkey and avocado wraps with mixed greens salad ($8.50)
* Dinner: Beef stir-fry with brown rice and steamed broccoli ($11.95)

Wednesday, March 15th:

* Breakfast: Scrambled eggs with whole wheat toast and fresh fruit ($3.75)
* Lunch: Chicken Caesar salad wraps ($9.25)
* Dinner: Grilled pork chops with roasted sweet potatoes and green beans ($12.50)

Thursday, March 16th:

* Breakfast: Smoothies ( choice of banana, strawberry, or mango ) ($4.00)
* Lunch: Veggie burgers on whole wheat buns with mixed greens salad ($8.95)
* Dinner: Chicken fajitas with sautéed onions and bell peppers, served with warm flour tortillas ($10.50)

Friday, March 17th:

* Breakfast: Cinnamon rolls with coffee or tea ($3.00)
* Lunch: Grilled chicken breast sandwiches on whole wheat bread with carrot sticks and hummus ($7.95)
* Dinner: Baked chicken parmesan with spaghetti and marinara sauce ($11.50)

Saturday, March 18th (Brunch):

* Breakfast items will be served à la carte, including pancakes, omelets, and breakfast burritos ($4-$6 each)",Public Administrative,PUBLIC,generated,hospital cafeteria weekly menu
"Weekly Menu for Hospital Cafeteria - Week of March 11th to March 17th

Monday, March 12th:
- Breakfast: Scrambled eggs with whole wheat toast and fresh fruit
- Lunch: Grilled chicken sandwiches with carrot sticks and hummus
- Dinner: Baked salmon with roasted vegetables and quinoa

Tuesday, March 13th:
- Breakfast: Yogurt parfait with granola and mixed berries
- Lunch: Turkey wraps with mixed greens and balsamic vinaigrette
- Dinner: Vegetarian lasagna with garlic bread and a side salad

Wednesday, March 14th:
- Breakfast: Overnight oats with banana and almond milk
- Lunch: Grilled paninis with tomato soup
- Dinner: Beef stir-fry with brown rice and steamed broccoli

Thursday, March 15th:
- Breakfast: Avocado toast on whole wheat bread with scrambled eggs
- Lunch: Chicken Caesar salad wraps
- Dinner: Baked chicken breast with roasted sweet potatoes and green beans

Friday, March 16th:
- Breakfast: Cinnamon rolls with coffee
- Lunch: Turkey and cheese sandwiches with chips and fruit cups
- Dinner: Slow-cooked beef stew with crusty bread and a side salad

Saturday, March 17th (Saturday Brunch):
- Breakfast/Brunch: Pancakes with maple syrup, scrambled eggs, and bacon",Public Administrative,PUBLIC,generated,hospital cafeteria weekly menu
"Weekly Menu for Hospital Cafeteria - Week of March 12th to March 18th

Monday, March 13th:

* Breakfast: Scrambled eggs with whole wheat toast and fresh fruit
* Lunch: Grilled chicken breast sandwich on whole grain bread with carrot sticks and hummus
* Snack: Yogurt parfait with granola and mixed berries
* Dinner: Spaghetti Bolognese with garlic bread and a side salad

Tuesday, March 14th:

* Breakfast: Overnight oats with banana and almond milk
* Lunch: Turkey and avocado wrap with mixed greens and balsamic vinaigrette
* Snack: Apple slices with cheddar cheese
* Dinner: Grilled salmon with roasted vegetables and quinoa

Wednesday, March 15th:

* Breakfast: Avocado toast on whole grain bread with scrambled eggs
* Lunch: Chicken Caesar salad with whole grain croutons
* Snack: Greek yogurt with honey and mixed nuts
* Dinner: Beef tacos with brown rice, black beans, and sautéed vegetables

Thursday, March 16th:

* Breakfast: Smoothie bowl with banana, spinach, and almond milk topped with granola and fresh fruit
* Lunch: Grilled chicken breast with mixed greens and whole grain crackers
* Snack: Hard-boiled eggs with cherry tomatoes
* Dinner: Chicken stir-fry with brown rice and steamed broccoli

Friday, March 17th:

* Breakfast: Cinnamon roll French toast with fresh berries
* Lunch: Turkey and cheese sandwich on whole grain bread with carrot sticks
* Snack: Rice cakes with almond butter and banana slices
* Dinner: Baked chicken breast with roasted sweet potatoes and green beans",Public Administrative,PUBLIC,generated,hospital cafeteria weekly menu
